CGPA,Internships,Backlogs,Projects,Coding_Skills,Communication,Attendance,Technical_Test,Aptitude,Confidence,Placement_Status
-1.0309310571807182,1.3916263025466797,0.5472737846167649,0.9289320135322151,-1.7388795135013857,1.2500021104676502,1.3325514676651278,1.5782564376200892,2.124722480981953,-0.3184336169818588,0
-1.9306361305319177,-0.4067517315359097,3.06130815020023,1.0831452126607344,-2.9346340199044407,-1.3550541761960146,-1.7941918665494363,-0.8730194799664468,7.065968344724491,2.1103084025991037,0
-0.5589874789633589,0.2998486843541688,1.5270708509595832,0.3604416762927729,-1.3602094497856907,1.1007932222926982,-0.7559507066919204,1.3319334038688464,2.0411049808136563,-0.8244044259267875,0
-1.3502885607785386,-2.046077844597462,-0.6142642806640688,0.12645921906069005,-0.783923111291129,5.8950258940018445,-0.9154770290902925,-3.18476763501317,-0.39925960345522427,-3.9209595437894817,0
-0.27575395909330447,-0.7284951476761876,0.027727049572717544,-0.6608342358101458,-1.9281614650306649,3.544945146897237,1.4469441463869799,-1.1116615459835049,0.3137657641250629,-2.3765279751271438,0
-2.5109466406391627,-1.062067417465481,-1.9600809091120694,1.4194556807978391,-0.42983716588069565,5.166178754745342,-0.9004484613780268,-2.4714545877995313,0.2156640652612798,-1.9139059523083948,0
1.6509176040591504,0.7553526974861524,2.8814811566537353,-1.980836470922634,-2.7511045579926074,-5.639698831072482,-1.1574157902154336,-2.7156907885118984,4.0603964499323,2.515748760351779,1
-0.38201252265449614,0.10563003080487388,-1.4113348253547402,0.3537706308913895,-0.7619607769523957,0.5289168933009745,-2.367477653373278,2.301213066942992,-0.013954788828909992,1.7104023736996852,1
-0.4442152200848444,1.0145803219045826,-0.06146417588338848,0.2875639051673281,1.0696247730584671,3.3205549008275503,-0.3672039342117483,3.1506109677426855,-1.9540987089200006,-3.0649018182312586,0
-0.6437002421241576,,0.37070609686871636,-0.33346069318177196,-2.9551144019632,4.2993160142762905,1.0835831031099956,0.5374600138685781,1.6366857571867974,-1.2289809935903577,0
